Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
3178,1300,Under Contract,multiple,Not Available,2022,1691
3179,1734,under construction,multiple,Not Available,2024,1760
3180,2300,Available for Sale,multiple,Not Available,2005,1424
3181,570,under construction,multiple,Not Available,2019,1774
3182,2410,Available for Sale,multiple,Not Available,2020,1452
3183,1496,Under Contract,multiple,Not Available,2018,1267
3184,2150,Under Contract,multiple,Not Available,2007,1618
3185,2348,Available for Sale,multiple,Not Available,2010,2462
3186,1452,Available for Sale,multiple,Not Available,2019,1269
3187,4999,Under Contract,multiple,Not Available,2011,2564
3188,1040,Under Contract,multiple,Not Available,2007,2104
3189,4500,Under Contract,multiple,Not Available,2009,2369
3190,564,Available for Sale,multiple,Not Available,2000,1800
3191,1943,Under Contract,multiple,Not Available,2002,1105
3192,800,under construction,multiple,Not Available,2005,2247
3193,930,Available for Sale,multiple,Not Available,2018,1515
3194,1350,under construction,multiple,Not Available,2015,1081
3195,1173,under construction,multiple,Not Available,2023,1478
3196,212,Available for Sale,multiple,Not Available,2016,1291
3197,339,Under Contract,multiple,Not Available,2000,1081
3198,155,under construction,multiple,Not Available,2007,2471
3199,525,Available for Sale,multiple,Not Available,2013,2497
3200,924,under construction,multiple,Not Available,2024,906
3201,1368,Available for Sale,multiple,Not Available,2022,823
3202,357,Under Contract,multiple,Not Available,2020,1953
3203,399,under construction,multiple,Not Available,2006,1143
3204,242,Available for Sale,multiple,Not Available,2016,1372
3205,445,under construction,multiple,Not Available,2004,1305
3206,342,Available for Sale,multiple,Not Available,2012,1434
3207,1333,Under Contract,multiple,Not Available,2013,2074
3208,200,under construction,multiple,Not Available,2016,1819
3209,1875,Available for Sale,multiple,Not Available,2015,1923
3210,225,under construction,multiple,Not Available,2013,948
3211,1875,Available for Sale,multiple,Not Available,2022,1694
3212,555,under construction,multiple,Not Available,2024,1520
3213,1009,Available for Sale,multiple,Not Available,2014,1294
3214,253,Available for Sale,multiple,Not Available,2002,1021
3215,338,Under Contract,multiple,Not Available,2011,1997
3216,350,Under Contract,multiple,Not Available,2002,1250
3217,581,Under Contract,multiple,Not Available,2019,1666
3218,2500,Available for Sale,multiple,Not Available,2002,1413
3219,475,Under Contract,multiple,Not Available,2001,1529
3220,473,under construction,multiple,Not Available,2021,964
3221,275,Available for Sale,multiple,Not Available,2012,1680
3222,425,under construction,multiple,Not Available,2010,1321
3223,606,Available for Sale,multiple,Not Available,2009,994
3224,197,Under Contract,multiple,Not Available,2014,915
3225,269,Available for Sale,multiple,Not Available,2020,1247
3226,507,Available for Sale,multiple,Not Available,2017,1503
3227,313,Under Contract,multiple,Not Available,2015,1287
3228,225,Under Contract,multiple,Not Available,2023,1193
3229,550,Under Contract,multiple,Not Available,2006,1644
3230,1000,Available for Sale,multiple,Not Available,2013,976
3231,875,Under Contract,multiple,Not Available,2002,1220
3232,753,under construction,multiple,Not Available,2004,1265
3233,606,Available for Sale,multiple,Not Available,2006,1061
3234,300,under construction,multiple,Not Available,2008,1061
3235,420,Available for Sale,multiple,Not Available,2000,1191
3236,437,Under Contract,multiple,Not Available,2013,2028
3237,625,Available for Sale,multiple,Not Available,2004,941
3238,368,Available for Sale,multiple,Not Available,2008,1171
3239,261,Under Contract,multiple,Not Available,2022,1134
3240,1474,Under Contract,multiple,Not Available,2021,1087
3241,463,Under Contract,multiple,Not Available,2014,1249
3242,322,Available for Sale,multiple,Not Available,2001,1344
3243,106,Under Contract,multiple,Not Available,2023,1944
3244,736,under construction,multiple,Not Available,2015,1195
3245,197,Available for Sale,multiple,Not Available,2009,1537
3246,707,under construction,multiple,Not Available,2017,1989
3247,445,Available for Sale,multiple,Not Available,2008,1901
3248,2463,Under Contract,multiple,Not Available,2014,1877
3249,412,Available for Sale,multiple,Not Available,2022,1500
3250,313,Available for Sale,multiple,Not Available,2015,1134
3251,1275,Under Contract,multiple,Not Available,2012,1577
3252,600,Under Contract,multiple,Not Available,2014,1023
3253,230,Under Contract,multiple,Not Available,2000,1660
3254,274,Available for Sale,multiple,Not Available,2020,1396
3255,250,Under Contract,multiple,Not Available,2016,1857
3256,473,under construction,multiple,Not Available,2000,1888
3257,213,Available for Sale,multiple,Not Available,2016,1729
3258,360,under construction,multiple,Not Available,2006,1332
3259,975,Available for Sale,multiple,Not Available,2003,1257
3260,363,Under Contract,multiple,Not Available,2012,1482
3261,495,Available for Sale,multiple,Not Available,2023,1094
3262,350,Available for Sale,multiple,Not Available,2023,1614
3263,420,Under Contract,multiple,Not Available,2004,1800
3264,138,Under Contract,multiple,Not Available,2021,1145
3265,313,Under Contract,multiple,Not Available,2009,1183
3266,213,Available for Sale,multiple,Not Available,2023,1088
3267,600,Under Contract,multiple,Not Available,2024,1159
3268,525,under construction,multiple,Not Available,2020,1759
3269,666,Available for Sale,multiple,Not Available,2019,1990
3270,336,under construction,multiple,Not Available,2011,1862
3271,375,Available for Sale,multiple,Not Available,2010,1201
3272,1715,Under Contract,multiple,Not Available,2023,1359
3273,700,Available for Sale,multiple,Not Available,2014,1033
3274,438,Available for Sale,multiple,Not Available,2002,1147
3275,310,Under Contract,multiple,Not Available,2020,1654
3276,1161,Under Contract,multiple,Not Available,2013,1511
3277,197,Under Contract,multiple,Not Available,2004,1121
3278,356,Available for Sale,multiple,Not Available,2019,1667
3279,237,Under Contract,multiple,Not Available,2000,1264
3280,10339,under construction,multiple,Not Available,2022,2454
3281,447,Available for Sale,multiple,Not Available,2011,1291
3282,306,under construction,multiple,Not Available,2014,1062
3283,316,Available for Sale,multiple,Not Available,2015,1377
3284,473,Under Contract,multiple,Not Available,2014,1261
3285,1675,Available for Sale,multiple,Not Available,2020,1377
3286,264,Available for Sale,multiple,Not Available,2016,1094
3287,619,Under Contract,multiple,Not Available,2024,1207
3288,375,Under Contract,multiple,Not Available,2020,1795
3289,2066,Under Contract,multiple,Not Available,2013,1255
3290,297,Available for Sale,multiple,Not Available,2011,1311
3291,320,Under Contract,multiple,Not Available,2013,1077
3292,1733,under construction,multiple,Not Available,2013,1323
3293,450,Available for Sale,multiple,Not Available,2012,1194
3294,313,under construction,multiple,Not Available,2017,1749
3295,365,Available for Sale,multiple,Not Available,2005,1442
3296,420,Under Contract,multiple,Not Available,2011,1235
3297,2125,Available for Sale,multiple,Not Available,2015,1266
3298,400,Available for Sale,multiple,Not Available,2010,1341
3299,363,Under Contract,multiple,Not Available,2006,1078
3300,200,Under Contract,multiple,Not Available,2016,2135
3301,2000,Under Contract,multiple,Not Available,2001,1032
3302,267,Available for Sale,multiple,Not Available,2022,1115
3303,300,Under Contract,multiple,Not Available,2000,1913
3304,600,under construction,multiple,Not Available,2005,1137
3305,3500,Available for Sale,multiple,Not Available,2019,1873
3306,207,under construction,multiple,Not Available,2021,1726
3307,2424,Available for Sale,multiple,Not Available,2012,1443
3308,698,Under Contract,multiple,Not Available,2024,1338
3309,403,Available for Sale,multiple,Not Available,2009,1555
3310,248,Available for Sale,multiple,Not Available,2017,1133
3311,810,Under Contract,multiple,Not Available,2003,1392
3312,239,Under Contract,multiple,Not Available,2009,1197
3313,555,Under Contract,multiple,Not Available,2022,1218
3314,414,Available for Sale,multiple,Not Available,2010,2287
3315,1702,Under Contract,multiple,Not Available,2007,1273
3316,220,under construction,multiple,Not Available,2011,1030
3317,240,Available for Sale,multiple,Not Available,2000,1166
3318,1300,under construction,multiple,Not Available,2011,1010
3319,433,Available for Sale,multiple,Not Available,2006,1246
3320,1725,Under Contract,multiple,Not Available,2010,1352
3321,595,Available for Sale,multiple,Not Available,2021,1123
3322,433,Available for Sale,multiple,Not Available,2002,1451
3323,238,Under Contract,multiple,Not Available,2012,1103
3324,363,Under Contract,multiple,Not Available,2016,1244
3325,495,Under Contract,multiple,Not Available,2021,1015
3326,300,Available for Sale,multiple,Not Available,2010,1132
3327,825,Under Contract,multiple,Not Available,2017,1615
3328,150,under construction,multiple,Not Available,2005,779
3329,375,Available for Sale,multiple,Not Available,2020,1301
3330,600,under construction,multiple,Not Available,2022,1291
3331,600,Available for Sale,multiple,Not Available,2001,1300
3332,1317,Under Contract,multiple,Not Available,2012,1423
3333,525,Available for Sale,multiple,Not Available,2004,1040
3334,463,Available for Sale,multiple,Not Available,2020,1235
3335,600,Under Contract,multiple,Not Available,2021,1424
3336,1200,Under Contract,multiple,Not Available,2019,1639
3337,413,Under Contract,multiple,Not Available,2021,1319
3338,800,Available for Sale,multiple,Not Available,2015,1219
3339,250,Under Contract,multiple,Not Available,2018,1176
3340,1375,under construction,multiple,Not Available,2021,1454
3341,263,Available for Sale,multiple,Not Available,2018,1181
3342,563,under construction,multiple,Not Available,2018,1623
3343,310,Available for Sale,multiple,Not Available,2000,974
3344,650,Under Contract,multiple,Not Available,2018,1488
3345,540,Available for Sale,multiple,Not Available,2014,1121
3346,1000,Available for Sale,multiple,Not Available,2024,1084
3347,475,Under Contract,multiple,Not Available,2003,1439
3348,638,Under Contract,multiple,Not Available,2021,1344
3349,240,Under Contract,multiple,Not Available,2003,1480
3350,600,Available for Sale,multiple,Not Available,2019,1021
3351,375,Under Contract,multiple,Not Available,2017,1344
3352,375,under construction,multiple,Not Available,2005,1144
3353,313,Available for Sale,multiple,Not Available,2008,1845
3354,1625,under construction,multiple,Not Available,2014,1264
3355,350,Available for Sale,multiple,Not Available,2012,1317
3356,750,Under Contract,multiple,Not Available,2007,1536
3357,227,Available for Sale,multiple,Not Available,2013,1143
3358,750,Available for Sale,multiple,Not Available,2011,1233
3359,3500,Under Contract,multiple,Not Available,2015,1373
3360,450,Under Contract,multiple,Not Available,2024,1142
3361,700,Under Contract,multiple,Not Available,2016,1039
3362,4000,Available for Sale,multiple,Not Available,2006,1383
3363,300,Under Contract,multiple,Not Available,2023,1333
3364,375,under construction,multiple,Not Available,2020,1306
3365,500,Available for Sale,multiple,Not Available,2009,1627
3366,525,under construction,multiple,Not Available,2018,1213
3367,300,Available for Sale,multiple,Not Available,2011,1641
3368,300,Under Contract,multiple,Not Available,2004,1191
3369,1636,Available for Sale,multiple,Not Available,2018,1022
3370,300,Available for Sale,multiple,Not Available,2010,1391
3371,200,Under Contract,multiple,Not Available,2020,1106
3372,1250,Under Contract,multiple,Not Available,2004,1046
3373,300,Under Contract,multiple,Not Available,2018,1199
3374,1250,Available for Sale,multiple,Not Available,2017,1485
3375,6000,Under Contract,multiple,Not Available,2000,1414
3376,455,under construction,multiple,Not Available,2005,1103
3377,650,Available for Sale,multiple,Not Available,2010,1332
3378,1065,under construction,multiple,Not Available,2013,1349
3379,10000,Available for Sale,multiple,Not Available,2001,1462
3380,450,Under Contract,multiple,Not Available,2016,1975
3381,875,Available for Sale,multiple,Not Available,2002,1638
3382,357,Available for Sale,multiple,Not Available,2011,1379
3383,750,Under Contract,multiple,Not Available,2013,1944
3384,680,Under Contract,multiple,Not Available,2023,1207
3385,1071,Under Contract,multiple,Not Available,2017,1407
3386,500,Available for Sale,multiple,Not Available,2015,1273
3387,143,Under Contract,multiple,Not Available,2014,1143
3388,290,under construction,multiple,Not Available,2020,1286
3389,600,Available for Sale,multiple,Not Available,2016,1375
3390,375,under construction,multiple,Not Available,2012,1410
3391,1333,Available for Sale,multiple,Not Available,2014,1249
3392,700,Under Contract,multiple,Not Available,2002,1204
3393,180,Available for Sale,multiple,Not Available,2010,1725
3394,578,Available for Sale,multiple,Not Available,2003,1442
3395,500,Under Contract,multiple,Not Available,2023,1347
3396,1500,Under Contract,multiple,Not Available,2017,1097
